"1011Apr0109 Modulex Light Bluish Gray Modulex Tile 1 x 1 with Black Diagonal Cross Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0110 Modulex White Modulex Tile 1 x 1 with Black Cross/Square Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0111 Modulex Light Yellow Modulex Tile 1 x 1 with Black Square Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0112 Modulex Violet Modulex Tile 1 x 1 with Black Square Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0113 Modulex White Modulex Tile 1 x 1 with Blue Square, Cross Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0114 Modulex White Modulex Tile 1 x 1 with Brown Square, Circle Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0115 Modulex White Modulex Tile 1 x 1 with Dark Brown Square, Diagonal Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0116 Modulex White Modulex Tile 1 x 1 with Gray Square, Cross Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0117 Modulex White Modulex Tile 1 x 1 with Green Square, Circle Crossed Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0118 Modulex White Modulex Tile 1 x 1 with Orange Square, Diamond Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0119 Modulex White Modulex Tile 1 x 1 with Red Square, Star Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0120 Modulex White Modulex Tile 1 x 1 with Yellow Square, 2 Squares Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0121 Modulex White Modulex Tile 1 x 1 with Thin Red '1/2' Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0122 Modulex Orange Modulex Tile 1 x 1 with Black Thin 'C' Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0123 Modulex Orange Modulex Tile 1 x 1 with Black Thin 'E' Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Apr0124 Modulex Pink Modulex Tile 1 x 1 with Black Thin 'P' Print with No Lining","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011B Modulex White Modulex Tile 1 x 1 with Black Lining on and Sides Only","LEGO-Modulex-1 v4 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0001 Modulex White Modulex Tile 1 x 1 with Black '0' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0002 Modulex White Modulex Tile 1 x 1 with Black '1' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0003 Modulex White Modulex Tile 1 x 1 with Black '2' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0004 Modulex White Modulex Tile 1 x 1 with Black '3' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0005 Modulex White Modulex Tile 1 x 1 with Black '4' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0006 Modulex White Modulex Tile 1 x 1 with Black '5' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0007 Modulex White Modulex Tile 1 x 1 with Black '6/9' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0008 Modulex White Modulex Tile 1 x 1 with Black '7' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0009 Modulex White Modulex Tile 1 x 1 with Black '8' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0010 Modulex White Modulex Tile 1 x 1 with Black 'A' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0011 Modulex White Modulex Tile 1 x 1 with Black 'B' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0012 Modulex White Modulex Tile 1 x 1 with Black 'C' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0013 Modulex White Modulex Tile 1 x 1 with Black 'D' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0014 Modulex White Modulex Tile 1 x 1 with Black 'E' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0015 Modulex White Modulex Tile 1 x 1 with Black 'F' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0016 Modulex White Modulex Tile 1 x 1 with Black 'G' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0017 Modulex White Modulex Tile 1 x 1 with Black 'H' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0018 Modulex White Modulex Tile 1 x 1 with Black 'I' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0019 Modulex White Modulex Tile 1 x 1 with Black 'J' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0020 Modulex White Modulex Tile 1 x 1 with Black 'K' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0021 Modulex White Modulex Tile 1 x 1 with Black 'L' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0022 Modulex White Modulex Tile 1 x 1 with Black 'M/W' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
"1011Bpr0023 Modulex White Modulex Tile 1 x 1 with Black 'N' print, Black Lining on Sides Only","LEGO-Modulex-1 v3 1963 Unused Modulex parts sold by LEGO"
